3788.696833,3520.244344,3788.696833,2881.656109,3725.085973,3583.375566,3725.085973,3751.266968,1881.493213,6312.190045,1881.493213,4493.022624,8475.095023,11819.9457,8475.095023,9369.411765,7909.828054,10067.46606,7909.828054,12168.97738,4459.18552,6755.447964,4459.18552,7946.80543,1437.837104,809.6199095,1437.837104,954.0995475,1308.190045,3662.39819,1308.190045,3631.520362,1531.067873,2470.380091,1531.067873,2551.140272,2208.642534,3889.457014,2208.642534,3456.072398,2658.705882,2800.597285,2658.705882,2561.547511,3411.230769,1585.067873,3411.230769,2169.095023,2916,3106.533937,2916,3754.868778,1788.950226,3309.981901,1788.950226,2387.873303,2183.149321,2267.900453,2183.149321,1956.914027,3309.981901,3501.294118,3309.981901,2716.914027,2387.873303,3484.334842,2387.873303,3774.199095,3995.031674,5211.366516,3995.031674,4532.624434,2195.457014,2480.524887,2195.457014,3502.859729,1928.036199,1330.343891,1928.036199,1742.80543,1897.565611,1212.660634,1897.565611,937.2760181,3286.615385,5854.226244,3286.615385,4865.366516,2106.443439,5605.411765,2106.443439,4922.081448
3296.0181,3782.832579,3296.0181,2983.565611,3397.692308,3604.126697,3397.692308,3640.099548,1813.628959,5606.063348,1813.628959,5454.542987,8704.081448,11975.10407,8704.081448,9336.090498,8328.135747,10605.14027,8328.135747,9561.674208,4697.312217,7229.294118,4697.312217,7953.728507,1477.420815,848.8687783,1477.420815,1018.325792,1688.597285,3771.294118,1688.597285,3660.669683,1634.162896,2279.402715,1634.162896,2752.760181,2051.782805,3623.891403,2051.782805,3899.294118,2604.38914,2982.642534,2604.38914,2266.443439,3824.723982,1390.208145,3824.723982,2369.420814,2864.79638,3019.773756,2864.79638,3812.760181,1712.723982,3242.950226,1712.723982,2882.316742,2221.447964,2048.760181,2221.447964,1789.665158,3242.950226,3567.18552,3242.950226,2286.79638,2882.316742,3364.289593,2882.316742,3714.063348,3823.891403,4265.276018,3823.891403,4939.085973,2542.561086,3015.58371,2542.561086,3433.484163,1776.588235,1260.289593,1776.588235,1605.574661,1415.61991,1415.475113,1415.61991,999.9819005,3461.710407,5904.80543,3461.710407,4283.846154,2064.280543,5463.330317,2064.280543,4645.665158
3515.475113,3788.244344,3515.475113,2965.493213,2898.570136,3344.859729,2898.570136,3565.230769,1992.434389,6183.701358,1992.434389,6116.461539,8376.923077,11357.38462,8376.923077,10235.60181,8071.013575,9593.131222,8071.013575,10022.76923,4724.941177,6990.751131,4724.941177,7986.117647,1523.475113,941.9909502,1523.475113,1036.208145,1717.61086,3753.665158,1717.61086,3229.855204,1561.728507,2761.276018,1561.728507,2756.38914,2152.624434,3822.434389,2152.624434,4214.316742,2742.144796,2931.411765,2742.144796,2126.588235,3765.674208,1714.371041,3765.674208,2197.9819,3034.144796,3887.221719,3034.144796,3790.470588,1509.99095,3300.651584,1509.99095,2420.506787,2017.022625,2271.954751,2017.022625,2118.932127,3300.651584,3418.832579,3300.651584,2851.049774,2420.506787,3260.868778,2420.506787,3840.80543,3804.153846,4352.027149,3804.153846,4815.058824,2061.511312,2874.135747,2061.511312,3205.60181,2025.104072,1353.447964,2025.104072,1567.58371,1455.936652,1392.126697,1455.936652,999.8190046,3608.39819,5927.176471,3608.39819,4682.208145,2048.733032,4646.859729,2048.733032,5019.176471
3529.484163,3882.506787,3529.484163,3451.647059,3161.357466,3542.886878,3161.357466,3363.972851,1997.828054,6572.208145,1997.828054,6029.791855,8383.149321,11412.1991,8383.149321,10253.42986,7770.0181,10185.50226,7770.0181,10424.28959,4796.760181,7647.429864,4796.760181,8281.384615,1551.085973,889.8642534,1551.085973,916.162896,1754.78733,3712.063349,1754.78733,3218.524887,1607.674208,2462.895928,1607.674208,2819.266968,2256.687783,3987.58371,2256.687783,3987.936652,3083.864253,2839.411765,3083.864253,2401.755656,3103.945701,2058.705882,3103.945701,2144.153846,3264.904977,3939.719457,3264.904977,3609.312217,1788.79638,3449.954751,1788.79638,2706.850679,2135.828054,2441.855204,2135.828054,2092.39819,3449.954751,3387.701358,3449.954751,2834.135747,2706.850679,3368.678733,2706.850679,3968.850679,4177.493213,4924.669683,4177.493213,5022.361991,1995.447964,2639.773756,1995.447964,4011.59276,1991.312217,1516.208145,1991.312217,1563.140272,1504.063349,1232.262443,1504.063349,1104.80543,3769.683258,5866.0181,3769.683258,5150.597285,2140.00905,4889.366516,2140.00905,5203.22172
3097.9819,4029.59276,3097.9819,3393.013575,3184.968326,3462.714932,3184.968326,3234.959276,1960.533937,6482.633484,1960.533937,6073.574661,8434.588235,12129.62896,8434.588235,10249.9276,8048.39819,10769.61991,8048.39819,10589.72851,4936.262443,7550.208145,4936.262443,8633.511312,1541.972851,883.9004525,1541.972851,967.4841629,1748.561086,3549.438914,1748.561086,3663.791855,1635.701358,2577.656109,1635.701358,2708.705882,2406.714932,4078.00905,2406.714932,3596.452489,3308.162896,2887.656109,3308.162896,2309.791855,3005.330317,2290.78733,3005.330317,2197.294118,3002.199095,4034.868778,3002.199095,3914.615385,1757.393665,3804.126697,1757.393665,2737.22172,2296.932127,2563.972851,2296.932127,2315.746606,3804.126697,3280.443439,3804.126697,2480.343891,2737.22172,3358.479638,2737.22172,3880.38914,3989.257919,4357.402715,3989.257919,4858.144796,1479.113122,3263.556561,1479.113122,3979.547511,2232.941177,1521.484163,2232.941177,1470.027149,1537.122172,1266.850679,1537.122172,1080.425339,3786.742082,5738.162896,3786.742082,4484.895928,2328.542986,5700.153846,2328.542986,4970.488688
3297.393665,4044.298643,3297.393665,3474.171946,3194.488688,3136.38914,3194.488688,3229.285068,1953.963801,6538.38914,1953.963801,6120.253394,8343.447964,12117.35747,8343.447964,10445.65611,7988.235294,11741.8733,7988.235294,10237.35747,5222.995475,7624.932127,5222.995475,8633.113122,1617.909502,955.3574661,1617.909502,941.1402715,1728.045249,3666.687783,1728.045249,3559.59276,1369.674208,2578.886878,1369.674208,2722.524887,2360.497738,4178.045249,2360.497738,3666.144796,3335.484163,2943.59276,3335.484163,1641.61991,4467.963801,2399.285068,4467.963801,2412.823529,2553.004525,4047.276018,2553.004525,4181.972851,1631.438914,3968.371041,1631.438914,2651.402715,2536.660634,2342.497738,2536.660634,2442.524887,3968.371041,3333.104072,3968.371041,2472.334842,2651.402715,3646.624434,2651.402715,3972.995475,4134.117647,4312.733032,4134.117647,5243.828054,1995.158371,3503.99095,1995.158371,3770.452489,2195.158371,1564.470588,2195.158371,1490.624434,1562.941176,1263.230769,1562.941176,1105.375566,3548.678733,5883.049774,3548.678733,4830.461539,2510.226244,5652.461539,2510.226244,5257.339367
3187.239819,4138.39819,3187.239819,3579.276018,3271.647059,3506.316742,3271.647059,3335.511312,1902.742082,6544.108597,1902.742082,6271.755656,8606.334842,11868.98643,8606.334842,10887.819,7941.556561,11726.1629,7941.556561,10331.19457,5168.986425,7686.334842,5168.986425,8647.294118,1681.61086,1044.054299,1681.61086,1269.873303,1758.524887,3328.171946,1758.524887,3412.914027,1385.737557,2385.122172,1385.737557,2698.325792,2322.334842,4430.470588,2322.334842,3620.986425,3336.705882,3030.561086,3336.705882,2130.488688,4531.556561,2568.597285,4531.556561,2481.348416,2852.461539,4415.276018,2852.461539,4287.628959,1955.484163,3738.425339,1955.484163,2781.348416,2537.674208,2341.085973,2537.674208,2474.244344,3738.425339,3402.832579,3738.425339,2588.506787,2781.348416,3719.918552,2781.348416,3971.058824,4508.325792,5048.271493,4508.325792,5400.045249,1894.78733,3576.723982,1894.78733,3943.18552,2189.855204,1669.701357,2189.855204,1310.642534,1582.633484,1340.226244,1582.633484,1089.873303,3631.022624,6195.927602,3631.022624,5164.289593,2712.117647,5416.588235,2712.117647,5377.701358
3075.013575,4404.914027,3075.013575,3642.615385,3273.384615,3433.972851,3273.384615,3402.126697,2140.117647,6283.149321,2140.117647,5704.660634,8746.171946,12211.14932,8746.171946,11205.46606,8304.316742,12514.95928,8304.316742,10116.93213,5214.832579,7761.837104,5214.832579,8721.945701,1612.914027,1151.104072,1612.914027,1316.217195,1878.190045,3230.289593,1878.190045,3638.217195,1403.638009,2232.289593,1403.638009,2573.837104,2326.045249,4629.285068,2326.045249,3907.013575,3384.959276,2890.217195,3384.959276,2338.895928,4429.140272,2723.565611,4429.140272,2477.294118,3192.0181,4524.542986,3192.0181,4324.316742,2090.171946,4006.054299,2090.171946,2950.78733,2522.334842,2173.013575,2522.334842,2478.778281,4006.054299,3301.873303,4006.054299,2527.800905,2950.78733,3928.733032,2950.78733,3972.733032,5130.941177,5222.38914,5130.941177,5963.511312,2094.497738,3503.900453,2094.497738,4082.606335,2465.981901,1793.547511,2465.981901,1384.479638,1743.330317,1437.447964,1743.330317,1157.176471,3530.651584,6259.873303,3530.651584,5223.538462,2731.348416,5404.723982,2731.348416,5958.063348
3139.61086,4695.21267,3139.61086,3803.303167,3216.38914,3884.027149,3216.38914,3505.447964,2019.891403,6253.375566,2019.891403,4830.832579,8852.733032,12220.181,8852.733032,11407.04977,8209.312217,12346.00905,8209.312217,9385.447964,5284.705882,7909.276018,5284.705882,9043.393665,1571.800905,1259.565611,1571.800905,1441.538462,1804.642534,3579.257919,1804.642534,3355.366516,1495.674208,2341.900453,1495.674208,2688.995475,2193.520362,4792.561086,2193.520362,3643.800905,3587.312217,2999.375566,3587.312217,2481.113122,4407.900453,3109.475113,4407.900453,2437.122172,2715.628959,4971.013575,2715.628959,4534.334842,2196.434389,3580.923077,2196.434389,2930.841629,2646.090498,2080.253394,2646.090498,2507.61086,3580.923077,3256.751131,3580.923077,2341.828054,2930.841629,4016.832579,2930.841629,4029.710407,4768.361991,5259.828054,4768.361991,5684.81448,2666.153846,3682.886878,2666.153846,4197.638009,2557.954751,1909.18552,2557.954751,1535.21267,1925.963801,1650.660634,1925.963801,1030.904977,3650.208145,6605.728507,3650.208145,5257.529412,3046.877828,5499.846154,3046.877828,6391.556561
2960.588235,4851.945701,2960.588235,3939.330317,3225.276018,3814.832579,3225.276018,3695.140272,2072.615385,6532.352941,2072.615385,4926.280543,8798.895928,12278.20814,8798.895928,11495.69231,8149.321267,12981.50226,8149.321267,9698.190045,5339.330317,8039.393665,5339.330317,9313.656109,1579.791855,1420.769231,1579.791855,1383.828054,1868.425339,3680.570136,1868.425339,3330.38914,1529.149321,2412.479638,1529.149321,2816.751131,2191.882353,4920.38914,2191.882353,3781.61991,3614.488688,3245.067873,3614.488688,2605.746606,4510.434389,3145.873303,4510.434389,2542.054299,2924.41629,4987.221719,2924.41629,4698.40724,2051.21267,3835.61991,2051.21267,2969.791855,2751.547511,2503.828054,2751.547511,2531.556561,3835.61991,3345.104072,3835.61991,2556.552036,2969.791855,4217.19457,2969.791855,3856.696833,5132.443439,5041.683258,5132.443439,6209.574661,2754.0181,3608.253394,2754.0181,4177.809955,2625.095023,1998.769231,2625.095023,1606.054299,1892.063348,1691.248869,1892.063348,1161.864253,3956.425339,6733.475113,3956.425339,4809.095023,3367.701358,6139.60181,3367.701358,6741.466063
